True Id,init_name,last_name,first_name,full_name,norm_name,place,affiliation,country
9,AFFOLABI D,AFFOLABI,D,AFFOLABI D,AFFOLABI D,COTONOU,CTR NATL HOSP PNEUMOPHTISIOL,BENIN
10,YOTEBIENG M,YOTEBIENG,MARCEL,YOTEBIENG MARCEL,YOTEBIENG MARCEL,COLUMBUS,OHIO STATE UNIV COLL PUBL HLTH DIV EPIDEMIOL,USA
11,MEYERS T,MEYERS,TAMMY,MEYERS TAMMY,MEYERS TAMMY,JOHANNESBURG,UNIV WITWATERSRAND FAC HLTH SCI DEPT PEDIAT,SOUTH AFRICA
12,GNINAFON M,GNINAFON,M,GNINAFON M,GNINAFON M,COTONOU,FAC SCI SANTE,BENIN
13,BEHETS F,BEHETS,FRIEDA,BEHETS FRIEDA,BEHETS FRIEDA,CHAPEL HILL,UNIV N CAROLINA SCH MED,USA
14,HOUNTON S H,HOUNTON,SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,BOBO DIOULASSO,CTR MURAZ HIV RH,BURKINA FASO
15,HIEN H,HIEN,HERVE,HIEN HERVE,HIEN HERVE,OUAGADOUGOU,CNRST IRSS,BURKINA FASO
16,KEISER O,KEISER,OLIVIA,KEISER OLIVIA,KEISER OLIVIA,BERN,UNIV BERN INST SOCIAL & PREVENT MED,SWITZERLAND
17,KONFE S,KONFE,SALIFOU,KONFE SALIFOU,KONFE SALIFOU,OUAGADOUGOU,MINIST SANTE,BURKINA FASO
18,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,KIBAHA,TUMBI REG REFERRAL HOSP,TANZANIA
19,NANA W M F,NANA,WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,OUAGADOUGOU,MINIST SANTE,BURKINA FASO
20,LYAMUYA R E,LYAMUYA,RITA E,LYAMUYA RITA E,LYAMUYA RITA E,MOROGORO,MOROGORO REG HOSP,TANZANIA
21,OUEDRAOGO T L,OUEDRAOGO,TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,OUIDAH,IRSP,BENIN
22,KARIMINIA A,KARIMINIA,AZAR,KARIMINIA AZAR,KARIMINIA AZAR,NSW,UNIV NEW S WALES KIRBY INST INFECT & IMMUN SOC DARLINGHURST,AUSTRALIA
23,SEMINI I,SEMINI,I,SEMINI I,SEMINI IRIS,WASHINGTON,WORLD BANK,USA
23,SEMINI I,SEMINI,IRIS,SEMINI IRIS,SEMINI IRIS,WASHINGTON,WORLD BANK,USA
24,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,HANSUDEWECHAKUL RAWIWAN,HANSUDEWECHAKUL RAWIWAN,CHIANGRAI,CHIANGRAI PRACHANUKROH HOSP,THAILAND
25,SIKAZWE I,SIKAZWE,IZUKANJI,SIKAZWE IZUKANJI,SIKAZWE IZUKANJI,LUSAKA,CTR INFECT DIS RES ZAMBIA,ZAMBIA
26,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,LEROY VALERIANE,BORDEAUX,UNIV BORDEAUX,FRANCE
27,LEBLANC R,LEBLANC,ROGER,LEBLANC ROGER,LEBLANC ROGER,QUEBEC,MCGILL UNIV RES INST CTR HLTH MONTREAL,CANADA
28,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,KOUMAKPAI SIKIRATOU,KOUMAKPAI SIKIRATOU A,COTONOU,CTR NATL HOSP UNIV HUBERT K MAGA,BENIN
28,KOUMAKPAI S,KOUMAKPAI,SIRIATOU,KOUMAKPAI SIRIATOU,KOUMAKPAI SIKIRATOU A,COTONOU,CTR NATL HOSP UNIV HUBERT K MAGA,BENIN
28,KOUMAKPAI S A,KOUMAKPAI,SIRIATOU A,KOUMAKPAI SIRIATOU A,KOUMAKPAI SIKIRATOU A,COTONOU,CHU NATL SERV PEDIAT,BENIN
29,ARRIVE E,ARRIVE,ELISE,ARRIVE ELISE,ARRIVE ELISE,BORDEAUX,UNIV BORDEAUX 2 INSERM ISPED U593,FRANCE
30,NEWMAN J,NEWMAN,JAMIE,NEWMAN JAMIE,NEWMAN JAMIE,RES TRIANGLE PK,RTI INT BIOSTAT & EPIDEMIOL,USA
31,TIMWESIGYE N,TIMWESIGYE,NATHAN,TIMWESIGYE NATHAN,TIMWESIGYE NATHAN,KAMPALA,AFRICAN NETWORK CARE CHILDREN AFFECTED AIDS,UGANDA
32,VAN RIE A,VAN RIE,ANNELIES,VAN RIE ANNELIES,VAN RIE ANNELIES,CHAPEL HILL,UNIV N CAROLINA DEPT EPIDEMIOL,USA
33,BRINKHOF M W G,BRINKHOF,MARTIN W G,BRINKHOF MARTIN W G,BRINKHOF MARTIN W G,BERN,UNIV BERN DEPT SOCIAL & PREVENT MED,SWITZERLAND
34,CHAMBERLAND A,CHAMBERLAND,ANNIE,CHAMBERLAND ANNIE,CHAMBERLAND ANNIE,QUEBEC,CTR HOSP UNIV MONTREAL CRCHUM CTR RECH MONTREAL,CANADA
35,DIABATE S,DIABATE,SOULEYMANE,DIABATE SOULEYMANE,DIABATE SOULEYMANE,QUEBEC,CHA UNIV QUEBEC CTR RECH FRQS CHA UNITE RECH SANTE POPULAT QUEBEC CITY,CANADA
36,SYLLA M,SYLLA,MOHAMED,SYLLA MOHAMED,SYLLA MOHAMED,QUEBEC,CTR HOSP UNIV MONTREAL CRCHUM CTR RECH MONTREAL,CANADA
36,SYLLA M,SYLLA,M,SYLLA M,SYLLA MOHAMED,QUEBEC,CTR HOSP UNIV MONTREAL CRCHUM CTR RECH MONTREAL,CANADA
37,ANAGOUNOU S,ANAGOUNOU,SEVERIN,ANAGOUNOU SEVERIN,ANAGOUNOU SEVERIN,COTONOU,CTR NATL HOSP UNIV,BENIN
37,ANAGONOU S,ANAGONOU,S,ANAGONOU S,ANAGONOU SEVERIN,COTONOU,CTR NATL HOSP UNIV,BENIN
37,ANAGONOU S,ANAGONOU,SEVERIN,ANAGONOU SEVERIN,ANAGONOU SEVERIN,COTONOU,CTR NATL HOSP UNIV,BENIN
38,GERALDO N,GERALDO,NASSIROU,GERALDO NASSIROU,GERALDO NASSIROU,COTONOU,CTR SANTE COTONOU I DISPENSAIRE IST,BENIN
38,GERALDO N,GERALDO,N,GERALDO N,GERALDO NASSIROU,COTONOU,CTR SANTE COTONOU I DISPENSAIRE IST,BENIN
39,BOULLE A,BOULLE,ANDREW,BOULLE ANDREW,BOULLE ANDREW,CAPE TOWN,KHAYELITSHA HOSP,SOUTH AFRICA
40,LABBE A C,LABBE,ANNIECLAUDE,LABBE ANNIECLAUDE,LABBE ANNIECLAUDE,,,
40,LABBE A C,LABBE,AC,LABBE AC,LABBE ANNIECLAUDE,,,
41,WOROBEY M,WOROBEY,MICHAEL,WOROBEY MICHAEL,WOROBEY MICHAEL,TUCSON,UNIV ARIZONA DEPT ECOL & EVOLUTIONARY BIOL,USA
42,KARIYO P,KARIYO,PIERRE,KARIYO PIERRE,KARIYO PIERRE,BUJUMBURA,ANSS,BURUNDI
43,ALARY M,ALARY,MICHEL,ALARY MICHEL,ALARY MICHEL,QUEBEC,UNIV LAVAL QUEBEC CITY,CANADA
43,ALARY M,ALARY,M,ALARY M,ALARY MICHEL,QUEBEC,UNIV LAVAL QUEBEC CITY,CANADA
44,DRYLEWICZ J,DRYLEWICZ,JULIA,DRYLEWICZ JULIA,DRYLEWICZ JULIA,BORDEAUX,INSERM U897,FRANCE
45,DELAMOU A,DELAMOU,ALEXANDRE,DELAMOU ALEXANDRE,DELAMOU ALEXANDRE,FORECARIAH,CTR NATL FORMAT & RECH SANTE RURALE MAFERINYAH,GUINEA
46,TREMBLAY C,TREMBLAY,CECILE,TREMBLAY CECILE,TREMBLAY CECILE,QUEBEC,CTR HOSP UNIV MONTREAL CRCHUM CTR RECH MONTREAL,CANADA
47,VAN DER VEKEN K,VAN DER VEKEN,KAREN,VAN DER VEKEN KAREN,VAN DER VEKEN KAREN,ANTWERP,INST TROP MED WOMAN & CHILD HLTH RES CTR 155 NATIONALSTR,BELGIUM
48,JESSON J,JESSON,JULIE,JESSON JULIE,JESSON JULIE,BORDEAUX,UNIV BORDEAUX CTR INSERM EPIDEMIOL BIOSTAT U897 ISPED,FRANCE
49,NAMALE L,NAMALE,LETICIA,NAMALE LETICIA,NAMALE LETICIA,KAMPALA,ANECCA,UGANDA
50,DIAGNE N R,DIAGNE,NDEYE R,DIAGNE NDEYE R,DIAGNE NDEYE R,DAKAR,HOP ENFANTS ALBERT ROYER,SENEGAL
51,OUEDRAOGO M,OUEDRAOGO,MOCTAR,OUEDRAOGO MOCTAR,OUEDRAOGO MOCTAR,BOBO DIOULASSO,AGENCE FORMAT RECH & EXPERTISE SANTE AFRIQUE 773 RUE GUILLAUME OUEDRAOGO,BURKINA FASO
52,KOUETA F,KOUETA,FLA,KOUETA FLA,KOUETA FLA,OUAGADOUGOU,CHU CHARLES GAULLE HOP PEDIAT,BURKINA FASO
53,AKA A,AKA,ADDI,AKA ADDI,AKA EDMOND ADDI,ABIDJAN,CTR PRISE CHARGE RECH & FORMAT CEPREF,COTE IVOIRE
53,AKA E A,AKA,EDMOND A,AKA EDMOND A,AKA EDMOND ADDI,ABIDJAN,CTR PRISE CHARGE RECH & FORMAT CEPREF,COTE IVOIRE
53,AKA E,AKA,EDMOND,AKA EDMOND,AKA EDMOND ADDI,ABIDJAN,CTR PRISE CHARGE RECH & FORMAT CEPREF,COTE IVOIRE
54,ZINSOU C,ZINSOU,CYPRIEN,ZINSOU CYPRIEN,ZINSOU CYPRIEN,COTONOU,POPULAT SERV INT,BENIN
56,KOUDOUKPO C,KOUDOUKPO,C,KOUDOUKPO C,KOUDOUKPO C,PARAKOU,TEACHING HOSP PARAKOU DEPT DERMATOL VENEREOL,BENIN
57,DIADHIOU M,DIADHIOU,MOHAMED,DIADHIOU MOHAMED,DIADHIOU MOHAMED,DAKAR,MATERNITE HOP ARISTIDE LE DANTEC CTR REG FORMAT RECH & PLAIDOYER SANTE REPROD,SENEGAL
58,DICKO F,DICKO,FATOUMATA,DICKO FATOUMATA,DICKO FATOUMATA,BAMAKO,HOP GABRIEL TOURE,MALI
59,YEDOMON H G,YEDOMON,H G,YEDOMON H G,YEDOMON H G,COTONOU,NATL TEACHING HOSP HUBERT KOUTOUKOU MAGA DEPT DERMATOL VENEREOL,BENIN
60,KOUAKOU K,KOUAKOU,KOUADIO,KOUAKOU KOUADIO,KOUAKOU KOUADIO,ABIDJAN,CIRBA,COTE IVOIRE
60,KOUADIO K,KOUADIO,KOUAKOU,KOUADIO KOUAKOU,KOUADIO KOUAKOU,ABIDJAN,CIRBA,COTE IVOIRE
61,MASSINGALOEMBE M,MASSINGALOEMBE,MARGUERITE,MASSINGALOEMBE MARGUERITE,MASSINGALOEMBE MARGUERITE,,,
61,MASSINGALOEMBE M,MASSINGALOEMBE,M,MASSINGALOEMBE M,MASSINGALOEMBE MARGUERITE,,,
63,RENNER L,RENNER,LORNA,RENNER LORNA,RENNER LORNA,ACCRA,KORLE BU HOSP,GHANA
64,MASSON D,MASSON,DAVID,MASSON DAVID,MASSON DAVID,PARIS,GROWING PROGRAMME SIDACT & INITIAT DEV,FRANCE
65,EBOUA T,EBOUA,TANOH,EBOUA TANOH,EBOUA TANOH,ABIDJAN,CTR HOSP UNIV YOPOUGON SERV PEDIAT,COTE IVOIRE
66,ADONON A,ADONON,ARSENE,ADONON ARSENE,ADONON ARSENE,COTONOU,RACINES,BENIN
67,COFFIE P A,COFFIE,PATRICK A,COFFIE PATRICK A,COFFIE PATRICK A,ABIDJAN,BUR REG LEDEA W AFRICA PROGRAMME PACCI,COTE IVOIRE
67,COFFIE P A,COFFIE,P A,COFFIE P A,COFFIE PATRICK A,ABIDJAN,BUR REG LEDEA W AFRICA PROGRAMME PACCI,COTE IVOIRE
68,PETERSON K,PETERSON,KEVIN,PETERSON KEVIN,PETERSON KEVIN,BANJUL,MRC,GAMBIA
69,DESMONDE S,DESMONDE,SOPHIE,DESMONDE SOPHIE,DESMONDE SOPHIE,BORDEAUX,UNIV BORDEAUX,FRANCE
70,HABARUGIRA C,HABARUGIRA,CAPITOLINE,HABARUGIRA CAPITOLINE,HABARUGIRA CAPITOLINE,BUJUMBURA,ANSS ASSOC NATL SOUTIEN SEROPOSITIFS & MALAD SIAD,BURUNDI
71,NDOYE I,NDOYE,IBRA,NDOYE IBRA,NDOYE IBRA,DAKAR,MINIST HLTH NATL AIDS PROGRAMME,SENEGAL
71,NDOYE I,NDOYE,I,NDOYE I,NDOYE IBRA,DAKAR,MINIST HLTH NATL AIDS PROGRAMME,SENEGAL
72,MOH R,MOH,RAOUL,MOH RAOUL,MOH RAOUL,ABIDJAN,PROGRAMME PACCI,COTE IVOIRE
73,SEGERAL O,SEGERAL,OLIVIER,SEGERAL OLIVIER,SEGERAL OLIVIER,LE KREMLIN BICETRE,HOP BICETRE DEPT CLIN IMMUNOL,FRANCE
74,SERURAKUBA G,SERURAKUBA,GORETH,SERURAKUBA GORETH,SERURAKUBA GORETH,BORDEAUX,UNIV BORDEAUX SEGALEN INSERM CTR RECH ISPED U897,FRANCE
75,KWAYEP R,KWAYEP,ROSINE,KWAYEP ROSINE,KWAYEP ROSINE,DOUALA,SWAA LITTORAL SOC WOMEN AIDS AFRICA,CAMEROON
76,PAGNAROAT M,PAGNAROAT,MEN,PAGNAROAT MEN,PAGNAROAT MEN,PHNOM PENH,SHARING EXPERIENCE ADAPTED DEV,CAMBODIA
77,SARE E,SARE,EDITH,SARE EDITH,SARE EDITH,IVORY COAST,CSAS BOUAKE,COTE IVOIRE
78,KONATE T,KONATE,TIEFING,KONATE TIEFING,KONATE TIEFING,BAMAKO,ARCAD ASSOC RECH COMMUN & ACCOMPAGNEMENT DOMINICI,MALI
79,AZONKOUANOU A,AZONKOUANOU,ANGELE,AZONKOUANOU ANGELE,AZONKOUANOU ANGELE,COTONOU,,BENIN
79,AZONKOUANOU A,AZONKOUANOU,A,AZONKOUANOU A,AZONKOUANOU ANGELE,COTONOU,,BENIN
80,NIMAGA A,NIMAGA,ABDOULAYE,NIMAGA ABDOULAYE,NIMAGA ABDOULAYE,SIKASSO,AKS,MALI
81,SAINA P,SAINA,PHILEMON,SAINA PHILEMON,SAINA PHILEMON,TCHAD,ADN MOUNDOU,CHAD
82,ZAONGO D,ZAONGO,DIEUDONNE,ZAONGO DIEUDONNE,ZAONGO DIEUDONNE,TANGUIETA,ST JEAN DE DIEU HOSP,BENIN
83,KPADE A,KPADE,AKOSSIWA,KPADE AKOSSIWA,KPADE AKOSSIWA,LOME,AMC,TOGO
84,ANGLARET X,ANGLARET,XAVIER,ANGLARET XAVIER,ANGLARET XAVIER,BORDEAUX,INSERM U897,FRANCE
85,BASSUKA A,BASSUKA,ANDREE,BASSUKA ANDREE,BASSUKA ANDREE,LOME,EVT,TOGO
86,LAURENT C,LAURENT,CHRISTIAN,LAURENT CHRISTIAN,LAURENT CHRISTIAN,MONTPELLIER,UNIV MONTPELLIER I INST RECH DEV UMI 233,FRANCE
87,TOUDONOU A,TOUDONOU,ANNICETTE,TOUDONOU ANNICETTE,TOUDONOU ANNICETTE,COTONOU,HOP INSTRUCT ARMEES COTONOU SERV PEDIAT,BENIN
88,AZONDEKON A,AZONDEKON,ALAIN,AZONDEKON ALAIN,AZONDEKON ALAIN,COTONOU,HOP INSTRUCT ARMEES COTONOU SERV PEDIAT,BENIN
88,AZONDEKON A,AZONDEKON,A,AZONDEKON A,AZONDEKON ALAIN,COTONOU,HOP INSTRUCT ARMEES COTONOU SERV PEDIAT,BENIN
89,MERLE C S,MERLE,C S,MERLE C S,MERLE C S,GENEVA,WHO TDR,SWITZERLAND
90,ABOUBAKRINE M,ABOUBAKRINE,MAIGA,ABOUBAKRINE MAIGA,ABOUBAKRINE MAIGA,BAMAKO,HOP GABRIEL TOURE SERV HEPATOGASTROENTEROL,MALI
90,ABOUBAKRINE M,ABOUBAKRINE,M,ABOUBAKRINE M,ABOUBAKRINE MAIGA,BAMAKO,HOP GABRIEL TOURE SERV HEPATOGASTROENTEROL,MALI
91,PEPIN J,PEPIN,J,PEPIN J,PEPIN J,QUEBEC,UNIV SHERBROOKE CHUS SHERBROOKE,CANADA
92,KONE A,KONE,A,KONE A,KONE A,NIAMEY,CCISD,NIGER
93,KHONDE N,KHONDE,N,KHONDE N,KHONDE N,ACCRA,WAPCAS,GHANA
94,GALPERINE T,GALPERINE,T,GALPERINE T,GALPERINE T,PARIS,TENON HOSP,FRANCE
95,ASAMOAHADU C,ASAMOAHADU,C,ASAMOAHADU C,ASAMOAHADU COMFORT,,,
95,ASAMOAHADU C,ASAMOAHADU,COMFORT,ASAMOAHADU COMFORT,ASAMOAHADU COMFORT,,,
96,GUEHI C,GUEHI,CALIXTE,GUEHI CALIXTE,GUEHI CALIXTE,ABIDJAN,USAC,COTE IVOIRE
96,GUEHI C,GUEHI,C,GUEHI C,GUEHI CALIXTE,ABIDJAN,USAC,COTE IVOIRE
97,VINCENT Q B,VINCENT,QUENTIN B,VINCENT QUENTIN B,VINCENT QUENTIN B,PARIS,INSERM NECKER BRANCH LAB HUMAN GENET INFECT DIS U1163,FRANCE
98,MCILLERON H,MCILLERON,H,MCILLERON H,MCILLERON H,CAPE TOWN,UNIV CAPE TOWN CLIN PHARMACOL LAB,SOUTH AFRICA
99,MARSOLLIER L,MARSOLLIER,LAURENT,MARSOLLIER LAURENT,MARSOLLIER LAURENT,ANGERS,CHU ANGERS,FRANCE
100,SARR M,SARR,M,SARR M,SARR M,DAKAR,NATL TB PROGRAMME,SENEGAL
101,CHAUTY A,CHAUTY,ANNICK,CHAUTY ANNICK,CHAUTY ANNICK,POBE,CTR DEPISTAGE & TRAITEMENT ULCERE BURULI,BENIN
102,ALCAIS A,ALCAIS,ALEXANDRE,ALCAIS ALEXANDRE,ALCAIS ALEXANDRE,PARIS,ROCKEFELLER UNIV ST GILES LAB HUMAN GENET INFECT DIS ROCKEFELLER BRANCH,FRANCE
103,AGONNOUDE M,AGONNOUDE,MAURICE,AGONNOUDE MAURICE,AGONNOUDE MAURICE,COTONOU,BASP 96,BENIN
104,ANAGBLA T,ANAGBLA,TOUSSAIN,ANAGBLA TOUSSAIN,ANAGBLA TOUSSAIN,COTONOU,HOSP MENONTIN BP 160,BENIN
105,CATRAYE J,CATRAYE,JOSEPH,CATRAYE JOSEPH,CATRAYE JOSEPH,COTONOU,BASP 96,BENIN
107,DE JONG B C,DE JONG,B C,DE JONG B C,DE JONG B C,ANTWERP,INST TROP MED,BELGIUM
108,BALESTRE E,BALESTRE,ERIC,BALESTRE ERIC,BALESTRE ERIC,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
108,BALESTRE E,BALESTRE,E,BALESTRE E,BALESTRE ERIC,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
109,MINGA A,MINGA,ALBERT,MINGA ALBERT,MINGA ALBERT,ABIDJAN,CMSDS,COTE IVOIRE
109,MINGA A,MINGA,A,MINGA A,MINGA ALBERT,ABIDJAN,CMSDS,COTE IVOIRE
110,AJAYI S,AJAYI,SAMUEL,AJAYI SAMUEL,AJAYI SAMUEL,ABUJA,UATH,NIGERIA
111,SAWADOGO A,SAWADOGO,ADRIEN,SAWADOGO ADRIEN,SAWADOGO ADRIEN,BOBO DIOULASSO,CHU SOURO SANOU HOP JOUR,BURKINA FASO
112,NEWLANDS D,NEWLANDS,DAVID,NEWLANDS DAVID,NEWLANDS DAVID,ABERDEEN,UNIV ABERDEEN,SCOTLAND
113,BOILY M C,BOILY,M C,BOILY M C,BOILY M C,LONDON,UNIV LONDON IMPERIAL COLL SCI TECHNOL & MED,ENGLAND
114,LOWNDES C,LOWNDES,C,LOWNDES C,LOWNDES CATHERINE M,LONDON,HLTH PROTECT AGCY,ENGLAND
114,LOWNDES C M,LOWNDES,CATHERINE M,LOWNDES CATHERINE M,LOWNDES CATHERINE M,LONDON,HLTH PROTECT AGCY,ENGLAND
114,LOWNDES C M,LOWNDES,C M,LOWNDES C M,LOWNDES CATHERINE M,LONDON,HLTH PROTECT AGCY,ENGLAND
114,LOWNDES C M,LOWNDES,CM,LOWNDES CM,LOWNDES CATHERINE M,LONDON,HLTH PROTECT AGCY,ENGLAND
115,EKOUEVI D K,EKOUEVI,DIDIER K,EKOUEVI DIDIER K,EKOUEVI DIDIER K,LOME,UNIV LOME  FAC SCI SANTE  DEPT SCI FONDAMENTALES & SANTE PUBL,TOGO
115,EKOUEVI D K,EKOUEVI,D K,EKOUEVI D K,EKOUEVI DIDIER K,LOME,UNIV LOME  FAC SCI SANTE  DEPT SCI FONDAMENTALES & SANTE PUBL,TOGO
115,EKOUEVI D,EKOUEVI,DIDIER,EKOUEVI DIDIER,EKOUEVI DIDIER K,LOME,UNIV LOME  FAC SCI SANTE  DEPT SCI FONDAMENTALES & SANTE PUBL,TOGO
116,BROWN S,BROWN,STEVE,BROWN STEVE,BROWN STEVE,INDIANAPOLIS,INDIANA UNIV SCH MED,USA
117,DEMERS E,DEMERS,E,DEMERS E,DEMERS E,QUEBEC,UNIV QUEBEC CHA CTR HOSP AFFILIE QUEBEC CITY,CANADA
118,DABIS F,DABIS,FRANCOIS,DABIS FRANCOIS,DABIS FRANCOIS,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
118,DABIS F,DABIS,F,DABIS F,DABIS FRANCOIS,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
119,CHIMBETETE C,CHIMBETETE,CLEOPHAS,CHIMBETETE CLEOPHAS,CHIMBETETE CLEOPHAS,HARARE,NEWLANDS CLIN,ZIMBABWE
120,BECQUET R,BECQUET,RENAUD,BECQUET RENAUD,BECQUET RENAUD,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
122,LABBE A C,LABBE,A C,LABBE A C,LABBE A C,COTONOU,CTR NATL HOSP UNIV,BENIN
123,ADE G,ADE,G,ADE G,ADE GABRIEL,COTONOU,CTR NATL HOSP UNIV HUBERT KOUTOUCOU MAGA,BENIN
123,ADE G,ADE,GABRIEL,ADE GABRIEL,ADE GABRIEL,COTONOU,CTR NATL HOSP UNIV HUBERT KOUTOUCOU MAGA,BENIN
123,GABRIEL A,GABRIEL,ADE,GABRIEL ADE,ADE GABRIEL,COTONOU,CTR NATL HOSP UNIV HUBERT KOUTOUCOU MAGA,BENIN
124,ABRAMS E J,ABRAMS,ELAINE J,ABRAMS ELAINE J,ABRAMS ELAINE J,NEW YORK,COLUMBIA UNIV MAILMAN SCH PUBL HLTH,USA
125,ATADOKPEDE F,ATADOKPEDE,F,ATADOKPEDE F,ATADOKPEDE FELIX,COTONOU,HOP INSTRUCT ARMEES,BENIN
125,ATADOKPEDE F,ATADOKPEDE,FELIX,ATADOKPEDE FELIX,ATADOKPEDE FELIX,COTONOU,HOP INSTRUCT ARMEES,BENIN
126,CAPOCHICHI J,CAPOCHICHI,JUSTINE,CAPOCHICHI JUSTINE,CAPOCHICHI JUSTINE,OUIDAH,INST REG SANTE PUBL,BENIN
127,ANAGONOU S Y,ANAGONOU,SY,ANAGONOU SY,ANAGONOU S Y,COTONOU,,BENIN
127,ANAGONOUY S,ANAGONOUY,S,ANAGONOUY S,ANAGONOUY S Y,COTONOU,,BENIN
