Id,init_name,last_name,first_name,affiliation,city,country
32,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
33,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
34,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
35,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
36,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
37,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
38,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
39,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
40,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
41,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
42,YOTEBIENG M,YOTEBIENG,MARCEL,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
43,MEYERS T,MEYERS,TAMMY,,,,
44,MEYERS T,MEYERS,TAMMY,,,,
45,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
46,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
47,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
48,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
49,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
50,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
51,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
52,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
53,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
54,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
55,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
56,MEYERS T,MEYERS,TAMMY,Univ Witwatersrand  Fac Hlth Sci  Dept Pediat,Johannesburg,South Africa,
57,BEHETS F,BEHETS,FRIEDA,,,,
58,BEHETS F,BEHETS,FRIEDA,,,,
59,BEHETS F,BEHETS,FRIEDA,,,,
60,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
61,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
62,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
63,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
64,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
65,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
66,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
67,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
68,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
69,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
70,BEHETS F,BEHETS,FRIEDA,Univ N Carolina  Sch Med,Chapel Hill,NC USA,
71,DAVIES M A,DAVIES,MARYANN,,,,
72,DAVIES M A,DAVIES,MARYANN,,,,
73,DAVIES M A,DAVIES,MARYANN,,,,
74,DAVIES M A,DAVIES,MARYANN,,,,
75,DAVIES M A,DAVIES,MARYANN,,,,
76,DAVIES M A,DAVIES,MARYANN,,,,
77,DAVIES M A,DAVIES,MARYANN,,,,
78,DAVIES M A,DAVIES,MARYANN,,,,
79,DAVIES M A,DAVIES,MARYANN,,,,
80,DAVIES M A,DAVIES,MARYANN,,,,
81,DAVIES M A,DAVIES,MARYANN,,,,
82,DAVIES M A,DAVIES,MARYANN,,,,
83,DAVIES M A,DAVIES,MARYANN,,,,
84,DAVIES M A,DAVIES,MARYANN,,,,
85,KEISER O,KEISER,OLIVIA,,,,
86,KEISER O,KEISER,OLIVIA,,,,
87,KEISER O,KEISER,OLIVIA,,,,
88,KEISER O,KEISER,OLIVIA,,,,
89,KEISER O,KEISER,OLIVIA,,,,
90,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
91,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
92,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
93,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
94,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
95,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
96,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
97,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
98,KEISER O,KEISER,OLIVIA,Univ Bern  Inst Social & Prevent Med,CH-3012 Bern,Switzerland,
99,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
100,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
101,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
102,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
103,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
104,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,,,,
105,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
106,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
107,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
108,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
109,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
110,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
111,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
112,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,Tumbi Reg Referral Hosp,Kibaha,Tanzania,
113,LYAMUYA R E,LYAMUYA,RITA E,,,,
114,LYAMUYA R E,LYAMUYA,RITA E,,,,
115,LYAMUYA R E,LYAMUYA,RITA E,,,,
116,LYAMUYA R E,LYAMUYA,RITA E,,,,
117,LYAMUYA R E,LYAMUYA,RITA E,,,,
118,LYAMUYA R E,LYAMUYA,RITA E,,,,
119,LYAMUYA R E,LYAMUYA,RITA E,,,,
120,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
121,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
122,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
123,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
124,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
125,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
126,LYAMUYA R E,LYAMUYA,RITA E,Morogoro Reg Hosp,Morogoro,Tanzania,
127,KARIMINIA A,KARIMINIA,AZAR,,,,
128,KARIMINIA A,KARIMINIA,AZAR,,,,
129,KARIMINIA A,KARIMINIA,AZAR,,,,
130,KARIMINIA A,KARIMINIA,AZAR,,,,
131,KARIMINIA A,KARIMINIA,AZAR,,,,
132,KARIMINIA A,KARIMINIA,AZAR,,,,
133,KARIMINIA A,KARIMINIA,AZAR,,,,
134,KARIMINIA A,KARIMINIA,AZAR,,,,
135,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
136,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
137,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
138,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
139,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
140,KARIMINIA A,KARIMINIA,AZAR,Univ New S Wales  Kirby Inst Infect & Immun Soc  Darlinghurst,NSW,Australia,
141,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
142,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
143,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
144,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
145,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
146,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
147,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
148,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
149,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,,,,
150,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,Chiangrai Prachanukroh Hosp,Chiangrai,Thailand,
151,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,Chiangrai Prachanukroh Hosp,Chiangrai,Thailand,
152,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,Chiangrai Prachanukroh Hosp,Chiangrai,Thailand,
153,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,Chiangrai Prachanukroh Hosp,Chiangrai,Thailand,
154,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,Chiangrai Prachanukroh Hosp,Chiangrai,Thailand,
155,LEROY V,LEROY,VALERIANE,,,,
156,LEROY V,LEROY,VALERIANE,,,,
157,LEROY V,LEROY,VALERIANE,,,,
158,LEROY V,LEROY,VALERIANE,,,,
159,LEROY V,LEROY,VALERIANE,,,,
160,LEROY V,LEROY,VALERIANE,,,,
161,LEROY V,LEROY,VALERIANE,,,,
162,LEROY V,LEROY,VALERIANE,,,,
163,LEROY V,LEROY,VALERIANE,,,,
164,LEROY V,LEROY,VALERIANE,,,,
165,LEROY V,LEROY,VALERIANE,Univ Bordeaux  Inst Sante Publ Epidemiol & Dev,Bordeaux,France,
166,LEROY V,LEROY,VALERIANE,INSERM  Ctr Inserm Epidemiol & Biostat U897,Bordeaux,France,
167,LEROY V,LEROY,VALERIANE,INSERM  Ctr Inserm Epidemiol & Biostat U897,Bordeaux,France,
168,LEROY V,LEROY,VALERIANE,INSERM  Ctr Inserm Epidemiol & Biostat U897,Bordeaux,France,
169,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
170,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
171,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
172,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
173,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
174,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
175,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
176,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
177,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
178,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
179,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
180,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,,,,
181,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,Univ Hubert K Maga  Ctr Natl Hosp,Cotonou,Benin,
182,KOUMAKPAI S,KOUMAKPAI,SIKIRATOU,Univ Hubert K Maga  Ctr Natl Hosp,Cotonou,Benin,
183,NEWMAN J,NEWMAN,JAMIE,,,,
184,NEWMAN J,NEWMAN,JAMIE,,,,
185,NEWMAN J,NEWMAN,JAMIE,,,,
186,NEWMAN J,NEWMAN,JAMIE,,,,
187,NEWMAN J,NEWMAN,JAMIE,,,,
188,NEWMAN J,NEWMAN,JAMIE,,,,
189,NEWMAN J,NEWMAN,JAMIE,,,,
190,NEWMAN J,NEWMAN,JAMIE,,,,
191,NEWMAN J,NEWMAN,JAMIE,,,,
192,NEWMAN J,NEWMAN,JAMIE,,,,
193,NEWMAN J,NEWMAN,JAMIE,,,,
194,NEWMAN J,NEWMAN,JAMIE,,,,
195,NEWMAN J,NEWMAN,JAMIE,,,,
196,NEWMAN J,NEWMAN,JAMIE,RTI Int  Biostat & Epidemiol,Res Triangle Pk,NC USA,
197,VAN RIE A,VAN RIE,ANNELIES,,,,
198,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
199,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
200,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
201,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
202,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
203,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
204,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
205,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
206,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
207,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
208,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
209,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
210,VAN RIE A,VAN RIE,ANNELIES,Univ N Carolina  Dept Epidemiol,Chapel Hill,NC USA,
211,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
212,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
213,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
214,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
215,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
216,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
217,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
218,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
219,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
220,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
221,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
222,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
223,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
224,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
225,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
226,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
227,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
228,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
229,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
230,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
231,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
232,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
233,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
234,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
235,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
236,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
237,SYLLA M,SYLLA,MOHAMED,Ctr Hosp Univ Montreal CRCHUM  Ctr Rech  Montreal,PQ,Canada,
238,ANAGOUNOU S,ANAGOUNOU,SEVERIN,,,,
239,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
240,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
241,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
242,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
243,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
244,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
245,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
246,ANAGOUNOU S,ANAGOUNOU,SEVERIN,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
247,GERALDO N,GERALDO,NASSIROU,,,,
248,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
249,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
250,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
251,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
252,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
253,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
254,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
255,GERALDO N,GERALDO,NASSIROU,Ctr Sante Cotonou I  Dispensaire IST,Cotonou,Benin,
256,ZANNOU D M,ZANNOU,DJIMON MARCEL,,,,
257,ZANNOU D M,ZANNOU,DJIMON MARCEL,,,,
258,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
259,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
260,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
261,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
262,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
263,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
264,ZANNOU D M,ZANNOU,DJIMON MARCEL,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,
265,LABBE A C,LABBE,ANNIECLAUDE,,,,
266,LABBE A C,LABBE,ANNIECLAUDE,,,,
267,LABBE A C,LABBE,ANNIECLAUDE,,,,
268,LABBE A C,LABBE,ANNIECLAUDE,,,,
269,LABBE A C,LABBE,ANNIECLAUDE,,,,
270,LABBE A C,LABBE,ANNIECLAUDE,,,,
271,LABBE A C,LABBE,ANNIECLAUDE,,,,
272,LABBE A C,LABBE,ANNIECLAUDE,,,,
273,LABBE A C,LABBE,ANNIECLAUDE,,,,
274,WOROBEY M,WOROBEY,MICHAEL,,,,
275,WOROBEY M,WOROBEY,MICHAEL,,,,
276,WOROBEY M,WOROBEY,MICHAEL,,,,
277,WOROBEY M,WOROBEY,MICHAEL,,,,
278,WOROBEY M,WOROBEY,MICHAEL,,,,
279,WOROBEY M,WOROBEY,MICHAEL,Univ Arizona  Dept Ecol & Evolutionary Biol,Tucson,AZ USA,
280,WOROBEY M,WOROBEY,MICHAEL,Univ Arizona  Dept Ecol & Evolutionary Biol,Tucson,AZ USA,
281,WOROBEY M,WOROBEY,MICHAEL,Univ Arizona  Dept Ecol & Evolutionary Biol,Tucson,AZ USA,
282,WOROBEY M,WOROBEY,MICHAEL,Univ Arizona  Dept Ecol & Evolutionary Biol,Tucson,AZ USA,
283,ALARY M,ALARY,MICHEL,,,,
284,ALARY M,ALARY,MICHEL,,,,
285,ALARY M,ALARY,MICHEL,,,,
286,ALARY M,ALARY,MICHEL,,,,
287,ALARY M,ALARY,MICHEL,,,,
288,ALARY M,ALARY,MICHEL,,,,
289,ALARY M,ALARY,MICHEL,CHA Univ Quebec  Ctr Rech FRSQ  URESP  Quebec City,PQ,Canada,
290,ALARY M,ALARY,MICHEL,Univ Laval  Dept Med Sociale & Prevent  Quebec City,PQ G1K 7P4,Canada,
291,ALARY M,ALARY,MICHEL,Inst Natl Sante Publ Quebec  Quebec City,PQ,Canada,
