True Id,Cluster ID,Id,init_name,last_name,first_name,full_name,norm_fname,norm_full_name,affiliation,city,country
2,2,468,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,509,ZANNOU M D,ZANNOU,MARCEL D,ZANNOU MARCEL D,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,510,ZANNOU M D,ZANNOU,MARCEL D,ZANNOU MARCEL D,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,519,ZANNOU D M,ZANNOU,DJIMON MARCEL,ZANNOU DJIMON MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,533,ZANNOU D M,ZANNOU,DJIMON MARCEL,ZANNOU DJIMON MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,585,ZANNOU M D,ZANNOU,M D,ZANNOU M D,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,613,ZANNOU D M,ZANNOU,DJIMON MARCEL,ZANNOU DJIMON MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,627,ZANNOU M D,ZANNOU,MARCEL DJIMON,ZANNOU MARCEL DJIMON,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,628,ZANNOU M D,ZANNOU,MARCEL DJIMON,ZANNOU MARCEL DJIMON,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,735,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,771,ZANNOU D M,ZANNOU,DJIMON MARCEL,ZANNOU DJIMON MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,780,ZANNOU D M,ZANNOU,DJIMON M,ZANNOU DJIMON M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,799,ZANNOU D M,ZANNOU,DJIMON M,ZANNOU DJIMON M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,800,ZANNOU D M,ZANNOU,DJIMON M,ZANNOU DJIMON M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,890,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,935,ZANNOU D M,ZANNOU,DJIMON M,ZANNOU DJIMON M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,958,ZANNOU M D,ZANNOU,MARCEL D,ZANNOU MARCEL D,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,998,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,999,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,1193,ZANNOU D M,ZANNOU,D MARCEL,ZANNOU D MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,1194,ZANNOU D M,ZANNOU,D MARCEL,ZANNOU D MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,1234,ZANNOU D M,ZANNOU,D M,ZANNOU D M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,2,1262,ZANNOU M D,ZANNOU,MARCEL D,ZANNOU MARCEL D,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,648,ZANNOU M,ZANNOU,MARCEL,ZANNOU MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,649,ZANNOU M,ZANNOU,MARCEL,ZANNOU MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,668,ZANNOU M,ZANNOU,M,ZANNOU M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,669,ZANNOU M,ZANNOU,M,ZANNOU M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,1161,ZANNOU M,ZANNOU,MARCEL,ZANNOU MARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,106,1222,ZANNOU M,ZANNOU,M,ZANNOU M,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,121,157,ZANNOU D M,ZANNOU,DM,ZANNOU DM,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,121,219,ZANNOU D M,ZANNOU,DJIMONMARCEL,ZANNOU DJIMONMARCEL,DJIMON MARCEL,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,277,404,DJIMON M Z,DJIMON,MARCEL ZANNOU,DJIMON MARCEL ZANNOU,MARCEL ZANNOU,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,277,405,DJIMON M Z,DJIMON,MARCEL ZANNOU,DJIMON MARCEL ZANNOU,MARCEL ZANNOU,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
2,277,406,DJIMON M Z,DJIMON,MARCEL ZANNOU,DJIMON MARCEL ZANNOU,MARCEL ZANNOU,ZANNOU DJIMON MARCEL,UNIV DABOMEY CALAVI  FAC SCI SANTE,COTONOU,BENIN
3,3,5,TCHABI Y,TCHABI,Y,TCHABI Y,Y,TCHABI Y,CNHU HKM DEPT CARDIOL,COTONOU,BENIN
3,3,6,TCHABI Y,TCHABI,Y,TCHABI Y,Y,TCHABI Y,CNHU HKM DEPT CARDIOL,COTONOU,BENIN
4,4,1030,AGODOKPESSI G,AGODOKPESSI,G,AGODOKPESSI G,G,AGODOKPESSI G,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
4,4,1031,AGODOKPESSI G,AGODOKPESSI,G,AGODOKPESSI G,G,AGODOKPESSI G,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
5,5,7,AKAKPO J,AKAKPO,J,AKAKPO J,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,170,AKAKPO J,AKAKPO,J,AKAKPO J,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,171,AKAKPO J,AKAKPO,J,AKAKPO J,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,207,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,208,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,231,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,310,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,415,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,493,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,503,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,587,AKAKPO J,AKAKPO,J,AKAKPO J,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,807,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,808,AKAKPO J,AKAKPO,JOCELYN,AKAKPO JOCELYN,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
5,5,1236,AKAKPO J,AKAKPO,J,AKAKPO J,JOCELYN,AKAKPO JOCELYN,CTR NATL HOSP,COTONOU,BENIN
6,6,8,AHOUADA C,AHOUADA,C,AHOUADA C,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
6,6,9,AHOUADA C,AHOUADA,C,AHOUADA C,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
6,6,416,AHOUADA C,AHOUADA,CARIN,AHOUADA CARIN,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
6,6,417,AHOUADA C,AHOUADA,CARIN,AHOUADA CARIN,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
6,6,584,AHOUADA C,AHOUADA,C,AHOUADA C,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
6,6,1002,AHOUADA C,AHOUADA,C,AHOUADA C,CARIN,AHOUADA CARIN,CTA,COTONOU,BENIN
7,7,10,BASHI J,BASHI,J,BASHI J,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,229,BASHI J,BASHI,JULES,BASHI JULES,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,230,BASHI J,BASHI,JULES,BASHI JULES,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,458,BASHI J,BASHI,J,BASHI J,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,459,BASHI J,BASHI,J,BASHI J,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,534,BASHI J,BASHI,JULES,BASHI JULES,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,621,BASHI J,BASHI,JULES,BASHI JULES,JULES,BASHI JULES,PNLS,COTONOU,BENIN
7,7,1219,BASHI J,BASHI,J,BASHI J,JULES,BASHI JULES,PNLS,COTONOU,BENIN
8,8,11,ABDOULAYE I,ABDOULAYE,I,ABDOULAYE I,I,ABDOULAYE I,CNHU HKM BIOCHEM LAB,COTONOU,BENIN
8,8,12,ABDOULAYE I,ABDOULAYE,I,ABDOULAYE I,I,ABDOULAYE I,CNHU HKM BIOCHEM LAB,COTONOU,BENIN
9,9,1036,AFFOLABI D,AFFOLABI,D,AFFOLABI D,D,AFFOLABI D,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
9,9,1037,AFFOLABI D,AFFOLABI,D,AFFOLABI D,D,AFFOLABI D,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
9,9,1151,AFFOLABI D,AFFOLABI,D,AFFOLABI D,D,AFFOLABI D,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
9,9,1152,AFFOLABI D,AFFOLABI,D,AFFOLABI D,D,AFFOLABI D,CTR NATL HOSP PNEUMOPHTISIOL,COTONOU,BENIN
10,10,13,YOTEBIENG M,YOTEBIENG,MARCEL,YOTEBIENG MARCEL,MARCEL,YOTEBIENG MARCEL,OHIO STATE UNIV COLL PUBL HLTH DIV EPIDEMIOL,COLUMBUS,USA
10,10,14,YOTEBIENG M,YOTEBIENG,MARCEL,YOTEBIENG MARCEL,MARCEL,YOTEBIENG MARCEL,OHIO STATE UNIV COLL PUBL HLTH DIV EPIDEMIOL,COLUMBUS,USA
11,11,15,MEYERS T,MEYERS,TAMMY,MEYERS TAMMY,TAMMY,MEYERS TAMMY,UNIV WITWATERSRAND FAC HLTH SCI DEPT PEDIAT,JOHANNESBURG,SOUTH AFRICA
11,11,16,MEYERS T,MEYERS,TAMMY,MEYERS TAMMY,TAMMY,MEYERS TAMMY,UNIV WITWATERSRAND FAC HLTH SCI DEPT PEDIAT,JOHANNESBURG,SOUTH AFRICA
12,12,1040,GNINAFON M,GNINAFON,M,GNINAFON M,M,GNINAFON M,FAC SCI SANTE,COTONOU,BENIN
12,12,1041,GNINAFON M,GNINAFON,M,GNINAFON M,M,GNINAFON M,FAC SCI SANTE,COTONOU,BENIN
12,12,1070,GNINAFON M,GNINAFON,M,GNINAFON M,M,GNINAFON M,FAC SCI SANTE,COTONOU,BENIN
12,12,1071,GNINAFON M,GNINAFON,M,GNINAFON M,M,GNINAFON M,FAC SCI SANTE,COTONOU,BENIN
13,13,17,BEHETS F,BEHETS,FRIEDA,BEHETS FRIEDA,FRIEDA,BEHETS FRIEDA,UNIV N CAROLINA SCH MED,CHAPEL HILL,USA
13,13,18,BEHETS F,BEHETS,FRIEDA,BEHETS FRIEDA,FRIEDA,BEHETS FRIEDA,UNIV N CAROLINA SCH MED,CHAPEL HILL,USA
14,14,530,HOUNTON S H,HOUNTON,SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,CTR MURAZ HIV RH,BOBO DIOULASSO,BURKINA FASO
14,14,531,HOUNTON S H,HOUNTON,SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,SENNEN HOUESSEY,HOUNTON SENNEN HOUESSEY,CTR MURAZ HIV RH,BOBO DIOULASSO,BURKINA FASO
15,15,1043,HIEN H,HIEN,HERVE,HIEN HERVE,HERVE,HIEN HERVE,CNRST IRSS,OUAGADOUGOU,BURKINA FASO
15,15,1044,HIEN H,HIEN,HERVE,HIEN HERVE,HERVE,HIEN HERVE,CNRST IRSS,OUAGADOUGOU,BURKINA FASO
16,16,20,KEISER O,KEISER,OLIVIA,KEISER OLIVIA,OLIVIA,KEISER OLIVIA,UNIV BERN INST SOCIAL & PREVENT MED,CH-3012 BERN,SWITZERLAND
16,16,21,KEISER O,KEISER,OLIVIA,KEISER OLIVIA,OLIVIA,KEISER OLIVIA,UNIV BERN INST SOCIAL & PREVENT MED,CH-3012 BERN,SWITZERLAND
17,17,1045,KONFE S,KONFE,SALIFOU,KONFE SALIFOU,SALIFOU,KONFE SALIFOU,MINIST SANTE,OUAGADOUGOU,BURKINA FASO
17,17,1046,KONFE S,KONFE,SALIFOU,KONFE SALIFOU,SALIFOU,KONFE SALIFOU,MINIST SANTE,OUAGADOUGOU,BURKINA FASO
18,18,22,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,TUMBI REG REFERRAL HOSP,KIBAHA,TANZANIA
18,18,23,NGONYANI K Z,NGONYANI,KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,KAPELLA ZACHARIA,NGONYANI KAPELLA ZACHARIA,TUMBI REG REFERRAL HOSP,KIBAHA,TANZANIA
19,19,1047,NANA W M F,NANA,WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,MINIST SANTE,OUAGADOUGOU,BURKINA FASO
19,19,1048,NANA W M F,NANA,WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,WENDIN MANEGDE FELICITE,NANA WENDIN MANEGDE FELICITE,MINIST SANTE,OUAGADOUGOU,BURKINA FASO
20,20,24,LYAMUYA R E,LYAMUYA,RITA E,LYAMUYA RITA E,RITA E,LYAMUYA RITA E,MOROGORO REG HOSP,MOROGORO,TANZANIA
20,20,25,LYAMUYA R E,LYAMUYA,RITA E,LYAMUYA RITA E,RITA E,LYAMUYA RITA E,MOROGORO REG HOSP,MOROGORO,TANZANIA
21,21,1049,OUEDRAOGO T L,OUEDRAOGO,TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,IRSP,OUIDAH,BENIN
21,21,1050,OUEDRAOGO T L,OUEDRAOGO,TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,TINOAGA LAURENT,OUEDRAOGO TINOAGA LAURENT,IRSP,OUIDAH,BENIN
22,22,26,KARIMINIA A,KARIMINIA,AZAR,KARIMINIA AZAR,AZAR,KARIMINIA AZAR,UNIV NEW S WALES KIRBY INST INFECT & IMMUN SOC DARLINGHURST,NSW,AUSTRALIA
22,22,27,KARIMINIA A,KARIMINIA,AZAR,KARIMINIA AZAR,AZAR,KARIMINIA AZAR,UNIV NEW S WALES KIRBY INST INFECT & IMMUN SOC DARLINGHURST,NSW,AUSTRALIA
23,23,539,SEMINI I,SEMINI,I,SEMINI I,IRIS,SEMINI IRIS,WORLD BANK,WASHINGTON,WA USA
23,23,540,SEMINI I,SEMINI,I,SEMINI I,IRIS,SEMINI IRIS,WORLD BANK,WASHINGTON,WA USA
23,23,784,SEMINI I,SEMINI,IRIS,SEMINI IRIS,IRIS,SEMINI IRIS,WORLD BANK,WASHINGTON,WA USA
24,24,28,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,HANSUDEWECHAKUL RAWIWAN,RAWIWAN,HANSUDEWECHAKUL RAWIWAN,CHIANGRAI PRACHANUKROH HOSP,CHIANGRAI,THAILAND
24,24,29,HANSUDEWECHAKUL R,HANSUDEWECHAKUL,RAWIWAN,HANSUDEWECHAKUL RAWIWAN,RAWIWAN,HANSUDEWECHAKUL RAWIWAN,CHIANGRAI PRACHANUKROH HOSP,CHIANGRAI,THAILAND
25,25,1190,SIKAZWE I,SIKAZWE,IZUKANJI,SIKAZWE IZUKANJI,IZUKANJI,SIKAZWE IZUKANJI,CTR INFECT DIS RES ZAMBIA,LUSAKA,ZAMBIA
25,25,1191,SIKAZWE I,SIKAZWE,IZUKANJI,SIKAZWE IZUKANJI,IZUKANJI,SIKAZWE IZUKANJI,CTR INFECT DIS RES ZAMBIA,LUSAKA,ZAMBIA
26,26,30,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,31,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,32,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,82,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,83,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,148,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,149,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,202,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,499,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,500,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,834,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
26,26,835,LEROY V,LEROY,VALERIANE,LEROY VALERIANE,VALERIANE,LEROY VALERIANE,UNIV BORDEAUX,BORDEAUX,FRANCE
