Cluster ID,confidence_score,Id,init_name,last_name,first_name,affiliation,city,country,canonical_city,canonical_first_name,canonical_last_name,canonical_country,canonical_affiliation,canonical_init_name,canonical_Id
69,0.99999994701809358,81,DESMONDE S,DESMONDE,SOPHIE,Univ Bordeaux  Ctr Inserm  Epidemiol Biostat U897  ISPED,Bordeaux,France,bordeaux,sophie,desmonde,france,univ bordeaux,desmonde s,186
26,0.99999996143228864,82,LEROY V,LEROY,VALERIANE,INSERM  Epidemiol Biostat U897  Ctr Inserm,Bordeaux,France,bordeaux,valeriane,leroy,france,univ bordeaux,leroy v,1131
26,0.99999996143228864,83,LEROY V,LEROY,VALERIANE,Univ Bordeaux  Ctr Inserm  Epidemiol Biostat U897  ISPED,Bordeaux,France,bordeaux,valeriane,leroy,france,univ bordeaux,leroy v,1131
325,,84,MUKENGETSHIBAKA L,MUKENGETSHIBAKA,L,,,,,,,,,,
43,0.9999999568380159,85,ALARY M,ALARY,M,,,,pq,michel,alary,canada,univ laval quebec city,alary m,54
38,0.99999994039535522,86,GERALDO N,GERALDO,N,,,,cotonou,nassirou,geraldo,benin,ctr sante cotonou i dispensaire ist,geraldo n,44
326,,87,LOWNDES C M,LOWNDES,CM,,,,,,,,,,
35,0.99999994784593582,88,DIABATE S,DIABATE,SOULEYMANE,Univ Quebec  CHA  Ctr Rech  URESP FRSQ  Quebec City,PQ,Canada,pq,souleymane,diabate,canada,cha univ quebec ctr rech frqs cha unite rech sante populat quebec city,diabate s,90
35,0.99999994784593582,89,DIABATE S,DIABATE,SOULEYMANE,Univ Laval  Dept Med Sociale & Prevent  Quebec City,PQ,Canada,pq,souleymane,diabate,canada,cha univ quebec ctr rech frqs cha unite rech sante populat quebec city,diabate s,90
35,0.99999994784593582,90,DIABATE S,DIABATE,SOULEYMANE,Ctr Hosp Univ Montreal  Ctr Rech  Montreal,PQ,Canada,pq,souleymane,diabate,canada,cha univ quebec ctr rech frqs cha unite rech sante populat quebec city,diabate s,90
34,1.0,91,CHAMBERLAND A,CHAMBERLAND,ANNIE,,,,pq,annie,chamberland,canada,ctr hosp univ montreal crchum ctr rech montreal,chamberland a,91
34,0.99999997019767761,92,CHAMBERLAND A,CHAMBERLAND,ANNIE,Ctr Hosp Univ Montreal  Ctr Rech  Montreal,PQ,Canada,pq,annie,chamberland,canada,ctr hosp univ montreal crchum ctr rech montreal,chamberland a,91
2,0.94796324503131024,93,ZANNOU D M,ZANNOU,DJIMON M,,,,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
2,0.90467099736376511,94,ZANNOU D M,ZANNOU,DJIMON M,Ctr Natl Hosp Univ Cotonou,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
2,0.87951947857693924,95,ZANNOU D M,ZANNOU,DJIMON M,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
79,1.0,96,AZONKOUANOU A,AZONKOUANOU,ANGELE,,,,,angele,azonkouanou,,,azonkouanou a,96
61,1.0,97,MASSINGALOEMBE M,MASSINGALOEMBE,MARGUERITE,,,,,marguerite,massingaloembe,,,massingaloembe m,97
0,0.99999995529651642,98,AHOMADEGBE C,AHOMADEGBE,CHRISTELLE,,,,cotonou,c,ahomadegbe,benin,cnhu hkm people living hivs ambulatory treatment ctr,ahomadegbe c,99
0,0.99999995529651642,99,AHOMADEGBE C,AHOMADEGBE,CHRISTELLE,Ctr Natl Hosp Univ Cotonou,Cotonou,Benin,cotonou,c,ahomadegbe,benin,cnhu hkm people living hivs ambulatory treatment ctr,ahomadegbe c,99
46,1.0,100,TREMBLAY C,TREMBLAY,CECILE,,,,pq,cecile,tremblay,canada,ctr hosp univ montreal crchum ctr rech montreal,tremblay c,100
46,0.99999998013178504,101,TREMBLAY C,TREMBLAY,CECILE,Ctr Hosp Univ Montreal  Ctr Rech  Montreal,PQ,Canada,pq,cecile,tremblay,canada,ctr hosp univ montreal crchum ctr rech montreal,tremblay c,100
43,0.99999993217402494,102,ALARY M,ALARY,MICHEL,Univ Quebec  CHA  Ctr Rech  URESP FRSQ  Quebec City,PQ,Canada,pq,michel,alary,canada,univ laval quebec city,alary m,54
43,0.99999993217402494,103,ALARY M,ALARY,MICHEL,Univ Laval  Dept Med Sociale & Prevent  Quebec City,PQ,Canada,pq,michel,alary,canada,univ laval quebec city,alary m,54
327,,104,JURE E,JURE,ESTELLE,Univ Paris 13  UPRES EA 3412  Lab Pedag Sante,F-93017 Bobigny,France,,,,,,,
328,,105,IGUENANE J,IGUENANE,JACQUELINE,Univ Paris 13  UPRES EA 3412  Lab Pedag Sante,F-93017 Bobigny,France,,,,,,,
87,1.0,106,TOUDONOU A,TOUDONOU,ANNICETTE,,,,cotonou,annicette,toudonou,benin,hop instruct armees cotonou serv pediat,toudonou a,106
87,1.0,107,TOUDONOU A,TOUDONOU,ANNICETTE,Hop Instruct Armees Cotonou  Serv Pediat,Cotonou,Benin,cotonou,annicette,toudonou,benin,hop instruct armees cotonou serv pediat,toudonou a,106
88,0.9999999914850507,108,AZONDEKON A,AZONDEKON,ALAIN,,,,cotonou,alain,azondekon,benin,hop instruct armees cotonou serv pediat,azondekon a,163
88,0.99999994891030453,109,AZONDEKON A,AZONDEKON,ALAIN,Hop Instruct Armees Cotonou  Serv Pediat,Cotonou,Benin,cotonou,alain,azondekon,benin,hop instruct armees cotonou serv pediat,azondekon a,163
329,,110,GAGNAYRE R,GAGNAYRE,REMI,Univ Paris 13  UPRES EA 3412  Lab Pedag Sante,F-93017 Bobigny,France,,,,,,,
91,1.0,111,PEPIN J,PEPIN,J,,,,pq j1k 2r1,j,pepin,canada,univ sherbrooke chus sherbrooke,pepin j,111
40,1.0,112,LABBE A C,LABBE,AC,,,,,annieclaude,labbe,,,labbe a c,48
93,1.0,113,KHONDE N,KHONDE,N,,,,accra,n,khonde,ghana,wapcas,khonde n,113
330,,114,DESLANDES S,DESLANDES,S,,,,,,,,,,
331,,115,DZOKOTO A,DZOKOTO,A,,,,,,,,,,
95,1.0,116,ASAMOAHADU C,ASAMOAHADU,C,,,,,c,asamoahadu,,,asamoahadu c,116
332,,117,MEDA H,MEDA,H,,,,,,,,,,
333,,118,FROST E,FROST,E,,,,,,,,,,
97,1.0,119,VINCENT Q B,VINCENT,QUENTIN B,INSERM  Necker Branch  Lab Human Genet Infect Dis  U1163,Paris,France,paris,quentin b,vincent,france,inserm necker branch lab human genet infect dis u1163,vincent q b,119
97,1.0,120,VINCENT Q B,VINCENT,QUENTIN B,Univ Paris 05  Sorbonne Paris Cite  Inst Imagine,Paris,France,paris,quentin b,vincent,france,inserm necker branch lab human genet infect dis u1163,vincent q b,119
334,,121,ARDANT M F,ARDANT,MARIEFRANCOISE,,,,,,,,,,
99,1.0,122,MARSOLLIER L,MARSOLLIER,LAURENT,,,,angers,laurent,marsollier,france,chu angers,marsollier l,122
99,0.99999996026357019,123,MARSOLLIER L,MARSOLLIER,LAURENT,Univ Angers  INSERM  U892,Angers,France,angers,laurent,marsollier,france,chu angers,marsollier l,122
99,0.99999996026357019,124,MARSOLLIER L,MARSOLLIER,LAURENT,Univ Angers  CNRS  U6299  Equipe 7,Angers,France,angers,laurent,marsollier,france,chu angers,marsollier l,122
99,0.99999996026357019,125,MARSOLLIER L,MARSOLLIER,LAURENT,CHU Angers,Angers,France,angers,laurent,marsollier,france,chu angers,marsollier l,122
101,1.0,126,CHAUTY A,CHAUTY,ANNICK,,,,pobe,annick,chauty,benin,ctr depistage & traitement ulcere buruli,chauty a,126
101,0.99997329711914063,127,CHAUTY A,CHAUTY,ANNICK,Ctr Depistage & Traitement Ulcere Buruli,Pobe,Benin,pobe,annick,chauty,benin,ctr depistage & traitement ulcere buruli,chauty a,126
101,0.99997329711914063,128,CHAUTY A,CHAUTY,ANNICK,Fdn Raoul Follereau,Paris,France,pobe,annick,chauty,benin,ctr depistage & traitement ulcere buruli,chauty a,126
102,0.99999996026357019,129,ALCAIS A,ALCAIS,ALEXANDRE,INSERM  Necker Branch  Lab Human Genet Infect Dis  U1163,Paris,France,paris,alexandre,alcais,france,rockefeller univ st giles lab human genet infect dis rockefeller branch,alcais a,130
102,0.99999996026357019,130,ALCAIS A,ALCAIS,ALEXANDRE,Univ Paris 05  Sorbonne Paris Cite  Inst Imagine,Paris,France,paris,alexandre,alcais,france,rockefeller univ st giles lab human genet infect dis rockefeller branch,alcais a,130
102,1.0,131,ALCAIS A,ALCAIS,ALEXANDRE,Rockefeller Univ  St Giles Lab Human Genet Infect Dis  Rockefeller Branch,New York,USA,paris,alexandre,alcais,france,rockefeller univ st giles lab human genet infect dis rockefeller branch,alcais a,130
102,0.99999996026357019,132,ALCAIS A,ALCAIS,ALEXANDRE,AP HP  Paris Ctr Descartes Necker Cochin  Unite Rech Clin,Paris,France,paris,alexandre,alcais,france,rockefeller univ st giles lab human genet infect dis rockefeller branch,alcais a,130
335,,133,BERNIER F,BERNIER,F,,,,,,,,,,
336,,134,GNINTOUNGBE C A B,GNINTOUNGBE,CAB,,,,,,,,,,
37,0.97092069519890678,135,ANAGONOU S,ANAGONOU,S,,,,cotonou,severin,anagonou,benin,ctr natl hosp univ,anagonou s,43
337,,136,JOLY J R,JOLY,JR,,,,,,,,,,
338,,137,BURGOSSOTO J,BURGOSSOTO,JUAN,,,,,,,,,,
108,1.0,138,BALESTRE E,BALESTRE,ERIC,Univ Bordeaux  ISPED  Ctr INSERM Epidemiol Biostat U897,F-33076 Bordeaux,France,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
108,0.99999994784593582,139,BALESTRE E,BALESTRE,ERIC,INSERM  ISPED  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
109,0.99999997764825821,140,MINGA A,MINGA,ALBERT,,,,abidjan,albert,minga,cote ivoire,cmsds,minga a,1226
109,0.99999994039535522,141,MINGA A,MINGA,ALBERT,CMSDS,Abidjan,Cote Ivoire,abidjan,albert,minga,cote ivoire,cmsds,minga a,1226
110,1.0,142,AJAYI S,AJAYI,SAMUEL,,,,abuja,samuel,ajayi,nigeria,uath,ajayi s,142
110,1.0,143,AJAYI S,AJAYI,SAMUEL,UATH,Abuja,Nigeria,abuja,samuel,ajayi,nigeria,uath,ajayi s,142
111,1.0,144,SAWADOGO A,SAWADOGO,ADRIEN,,,,bobo dioulasso,adrien,sawadogo,burkina faso,chu souro sanou hop jour,sawadogo a,144
111,1.0,145,SAWADOGO A,SAWADOGO,ADRIEN,CHU Souro Sanou  Hop Jour,Bobo Dioulasso,Burkina Faso,bobo dioulasso,adrien,sawadogo,burkina faso,chu souro sanou hop jour,sawadogo a,144
2,0.91840482485003583,146,ZANNOU M D,ZANNOU,MARCEL D,,,,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
2,0.84801318878080789,147,ZANNOU M D,ZANNOU,MARCEL D,CHNU  Ctr Prise Charge Personnes Vivant Avec VIH,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
26,0.99999998597537765,148,LEROY V,LEROY,VALERIANE,Univ Bordeaux  ISPED  Ctr INSERM Epidemiol Biostat U897,F-33076 Bordeaux,France,bordeaux,valeriane,leroy,france,univ bordeaux,leroy v,1131
26,0.99999996143228864,149,LEROY V,LEROY,VALERIANE,INSERM  ISPED  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,valeriane,leroy,france,univ bordeaux,leroy v,1131
115,0.99990325225026988,150,EKOUEVI D K,EKOUEVI,DIDIER K,Univ Bordeaux  ISPED  Ctr INSERM Epidemiol Biostat U897,F-33076 Bordeaux,France,bordeaux,didier k,ekouevi,france,inserm u897,ekouevi d k,1215
115,0.99997961207440023,151,EKOUEVI D K,EKOUEVI,DIDIER K,INSERM  ISPED  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,didier k,ekouevi,france,inserm u897,ekouevi d k,1215
115,0.99847956707603058,152,EKOUEVI D K,EKOUEVI,DIDIER K,Univ Lome  Fac Sci Sante  Dept Sci Fondamentales & Sante Publ,Lome,Togo,bordeaux,didier k,ekouevi,france,inserm u897,ekouevi d k,1215
118,0.99999998246922217,153,DABIS F,DABIS,FRANCOIS,Univ Bordeaux  ISPED  Ctr INSERM Epidemiol Biostat U897,F-33076 Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
118,0.99999996493844423,154,DABIS F,DABIS,FRANCOIS,INSERM  ISPED  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
120,1.0,155,BECQUET R,BECQUET,RENAUD,Univ Bordeaux  ISPED  Ctr INSERM Epidemiol Biostat U897,F-33076 Bordeaux,France,f-33076 bordeaux,renaud,becquet,france,univ bordeaux isped ctr inserm epidemiol biostat u897,becquet r,155
